cell_id,lon,lat,lst_min,lst_max,lst_mean,lst_std,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,ndbi_min,ndbi_max,ndbi_mean,ndbi_std,building_count,building_density,avg_building_area,road_length_m,road_density,albedo_proxy,green_fraction,norm_building_density,norm_road_density,impervious_fraction,dist_to_green_m
0,77.50230461918542,12.902245777937479,37.07458538000003,43.25436554000004,39.66023472058825,1.6250389242355774,-0.01855817250907421,0.7232168316841125,0.37723316865808826,0.1299558888600758,-0.22332055866718292,0.31084415316581726,0.07315576889935661,0.08321373323491178,10.0,0.041017025626290754,1020.5741259703834,997.4505011618602,0.004008768371254969,0.9268442311006434,0.37723316865808826,0.08947248949762081,0.050457311653914795,0.07386641836013841,1581.5540275646795
1,77.50691385755627,12.902245777937479,40.96600115000001,44.83519979000002,42.64765582000002,0.7324705721235628,0.004106409382075071,0.7252452969551086,0.2343379094050481,0.13707669787544755,-0.22513088583946228,0.2763320803642273,0.0733035160945012,0.06985089705825612,323.0,0.1392108439072205,107.23855009731498,7545.306126874777,0.03032469733347056,0.9266964839054987,0.2343379094050481,0.3036675765553333,0.38168897837481075,0.33487613728312426,1118.2949605152407
2,77.51152309592712,12.902245777937479,41.572699700000015,45.6743237,43.319390709411785,0.9371530041324156,-0.0044614402577281,0.6764371991157532,0.23062995461856617,0.13657338428528237,-0.2282157689332962,0.3393957316875458,0.07142076679304535,0.07833962300892235,129.0,0.10003843182324867,192.95567433343834,9933.179500159142,0.039921595868519684,0.9285792332069547,0.23062995461856617,0.21821883483737872,0.5024826125907931,0.3319243459387444,707.2099438486556
3,77.51613233429796,12.902245777937479,40.005537530000026,45.79224539000003,42.729687642941194,1.1239712309720296,-0.012738853693008423,0.699070930480957,0.17668693991268383,0.11365579611115273,-0.25122302770614624,0.3339037299156189,0.09732424268535539,0.06937531979195165,301.0,0.24030950554079253,198.64829593955557,7240.930486841691,0.02910140711774173,0.9026757573146447,0.17668693991268383,0.5241991437062032,0.36629174662133546,0.46103618487225617,499.9999999999634
4,77.52074157266881,12.902245777937479,39.98502941000001,43.87986320000002,41.89440161352944,0.9085044581382571,-0.003502360312268138,0.672204315662384,0.183409423828125,0.13374940504070995,-0.2411167472600937,0.3232174813747406,0.07566665649414063,0.07577015029180197,249.0,0.15664842989803598,156.53342535579216,11463.698914515251,0.046072776115274425,0.9243333435058594,0.183409423828125,0.3417050550317605,0.5799058982501599,0.43698539231912026,707.2099438486556
5,77.52535081103966,12.902245777937479,37.525764020000025,44.38573016000001,41.43710247058826,1.433175760072794,-0.01137638185173273,0.737388014793396,0.23125292011335785,0.13164875972467188,-0.212600976228714,0.4076325595378876,0.05697379317938113,0.07978436051846877,154.0,0.10043023652704401,162.26473854780983,9698.792879659859,0.03897959256127948,0.9430262068206189,0.23125292011335785,0.21907349803418977,0.4906258650687212,0.32769444484800236,1118.2949605152407
6,77.5299600494105,12.902245777937479,37.46253065000002,48.04984760000002,41.27508950529413,1.9961484406836143,0.02452937886118889,0.8357794284820557,0.29394090839460785,0.15504258674620358,-0.33757224678993225,0.386370450258255,0.013434436274509805,0.09071089407868006,131.0,0.11717112396987349,222.55107168028658,11105.875413863767,0.04463467815429036,0.9865655637254902,0.29394090839460785,0.25559123312196597,0.5618049379835243,0.3780767150665893,1581.5540275646795
7,77.53456928778135,12.902245777937479,39.309970460000045,48.44121089000001,42.481195223529426,2.067299178658113,-0.016867469996213913,0.7506290078163147,0.2690020751953125,0.1414155438620218,-0.2006606161594391,0.38846051692962646,0.05581577007587139,0.08904851842681333,129.0,0.07706802292518153,148.6499944276153,4463.906755257366,0.017940507515774227,0.9441842299241286,0.2690020751953125,0.1681123330248477,0.22581244290485988,0.1911923769768526,2062.1189283974977
8,77.5391785261522,12.902245777937479,38.64174755000005,44.26268144000002,41.5260951747059,1.1521196294877616,-0.013739324174821377,0.8122653365135193,0.22060652190563726,0.17228513128710046,-0.3400748074054718,0.3403922915458679,0.06699753705193015,0.09362986194000096,252.0,0.13236807036512002,130.6962379496556,9049.863520165236,0.036371535832158,0.9330024629480699,0.22060652190563726,0.28874109238121626,0.45779894193293136,0.3563642322019023,2549.538370897277
9,77.54378776452305,12.902245777937479,40.29094220000002,47.72000867000003,42.819644252352965,1.3754474532839545,-0.023474179208278656,0.8173587918281555,0.19936353496476716,0.15758705236679263,-0.41684603691101074,0.2857414186000824,0.0608351105334712,0.09320483358874117,345.0,0.19268417753438927,138.9656132081013,10024.687837264906,0.040289369233782846,0.9391648894665288,0.19936353496476716,0.42031163370737046,0.5071116790746925,0.4550316518542993,2692.6907766605705
