cell_id,lon,lat,lst_min,lst_max,lst_mean,lst_std,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,ndbi_min,ndbi_max,ndbi_mean,ndbi_std,building_count,building_density,avg_building_area,road_length_m,road_density,albedo_proxy,green_fraction,norm_building_density,norm_road_density,impervious_fraction,dist_to_green_m
0,72.80237518119202,18.902245777937477,28.05101258000002,42.44087678000005,30.891107950000016,3.5733160460250764,-0.29389670491218567,0.7052990198135376,-0.07743933335790094,0.2095073957571906,-0.26591888070106506,0.3990249037742615,0.04229449865952978,0.05789088927570543,0.0,0.0,0.0,590.3053544316326,0.002371182678781378,0.9577055013404703,0.0,0.0,0.056885725037441444,0.02275429001497658,1000.5860129855668
1,72.80712554357608,18.902245777937477,34.15901431999998,43.82175686000005,37.705321770000026,2.0560564061088398,-0.02182890847325325,0.7609921097755432,0.3630459997788915,0.20029102432218446,-0.385980486869812,0.3365222215652466,-0.02476074794553361,0.11343565861996843,33.0,0.08753477127754263,660.3563678782159,8427.421527585588,0.03385189682421322,1.0247607479455336,0.3630459997788915,0.27527473046490464,0.8121220317481824,0.4900136509782158,500.2930064927834
2,72.81187590596014,18.902245777937477,33.51300853999999,40.36613864000003,36.2646565647059,1.8570449902915387,-0.002776920795440674,0.8011441230773926,0.43153053139740566,0.20145999633445644,-0.38804832100868225,0.30990952253341675,-0.048799824264814266,0.12965204739005223,35.0,0.07948424245623639,565.3595124820283,7671.9255236768995,0.030817163994995244,1.0487998242648142,0.43153053139740566,0.24995785216566846,0.7393174440503203,0.4457016889195292,0.0
3,72.8166262683442,18.902245777937477,28.36205240000004,40.63274420000005,35.46986967000002,3.554914287603501,-0.24030296504497528,0.7706889510154724,0.17174521813025842,0.24629852937739413,-0.34250926971435547,0.3645854592323303,0.020127086639404296,0.10370966308898996,21.0,0.11063705634544663,1311.574686692312,1812.475542250261,0.007280487258389678,0.9798729133605957,0.17174521813025842,0.34792557769253896,0.17466212115390378,0.2786201950770849,500.2930064927834
4,72.82137663072825,18.902245777937477,28.13646308,29.172123140000053,28.480926168235314,0.2248726289858923,-0.21817070245742798,0.12258405983448029,-0.14260554475604365,0.030850021555823857,-0.025336680933833122,0.13060718774795532,0.03344581460053066,0.02407585651207397,0.0,0.0,0.0,0.0,0.0,0.9665541853994694,0.0,0.0,0.0,0.0,1000.5860129855668
5,72.82612699311231,18.902245777937477,27.070040840000047,30.935821460000057,28.32705679000002,0.6331714862579161,-0.20505502820014954,0.12092447280883789,-0.12482303259507666,0.03972495057364116,-0.09525880962610245,0.2865384519100189,0.016608647760355248,0.03321104423392263,4.0,0.003465599411583363,215.69003384675463,0.0,0.0,0.9833913522396448,0.0,0.01089843418792016,0.0,0.006539060512752096,1500.8790194783503
6,72.83087735549637,18.902245777937477,27.24435986000003,28.898681539999984,27.99951888000002,0.2908342293046623,-0.1755354404449463,-0.060262009501457214,-0.11750385788251769,0.018533261589971366,-0.0465845987200737,0.06493506580591202,0.00900267834933299,0.015908896966747445,0.0,0.0,0.0,0.0,0.0,0.990997321650667,0.0,0.0,0.0,0.0,2001.1720259711335
7,72.83562771788043,18.902245777937477,26.52657566000005,28.208241499999986,27.661902344705904,0.27243909540227484,-0.16153128445148468,-0.05281690135598183,-0.10796891122494104,0.017431382151236016,-0.03281437233090401,0.07854912430047989,0.019872373185067807,0.014206050919581806,0.0,0.0,0.0,0.0,0.0,0.9801276268149322,0.0,0.0,0.0,0.0,2501.465032463917
8,72.84037808026449,18.902245777937477,26.239461979999987,28.08177476000003,27.073280140000016,0.3771008443951125,-0.1650863140821457,-0.057336341589689255,-0.11940484964622641,0.015535644588165736,-0.03548303619027138,0.08561643958091736,0.02869094560731132,0.015322518003706823,0.0,0.0,0.0,0.0,0.0,0.9713090543926887,0.0,0.0,0.0,0.0,3001.7580389567006
9,72.84512844264854,18.902245777937477,26.8581236,27.85618543999999,27.06749408000002,0.1582954515453125,-0.1653696447610855,-0.041212696582078934,-0.11349686532650353,0.016289327139871187,-0.04518872871994972,0.080520860850811,0.02432373046875,0.01678956880405076,0.0,0.0,0.0,0.0,0.0,0.97567626953125,0.0,0.0,0.0,0.0,3502.051045449484
